CODIGO_MESA_2019,CODIGO_CIRCUITO_2017
0100903775X,01009000091
0100903776X,01009000091
0100903777X,01009000091
0100903778X,01009000091
0100903779X,01009000091
0100903780X,01009000091
0100903781X,01009000091
0100903782X,01009000091
0100903783X,01009000091
0100903784X,01009000091
0100903785X,01009000091
0100903786X,01009000091
0100903787X,01009000091
0100903788X,01009000091
0100903789X,01009000091
0100903790X,01009000091
0100903791X,01009000092
0100903792X,01009000092
0100903793X,01009000092
0100903794X,01009000092
0100903795X,01009000092
0100903796X,01009000092
0100903797X,01009000092
0100903798X,01009000092
0100903799X,01009000092
0100903800X,01009000092
0100903801X,01009000092
0100903802X,01009000092
0100903803X,01009000092
0100903804X,01009000092
0100903805X,01009000092
0100903806X,01009000092
0100903807X,01009000092
0100903808X,01009000092
0100903809X,01009000092
0100903810X,01009000092
0100903811X,01009000092
0100903812X,01009000092
0100903813X,01009000092
0100903814X,01009000092
0100903815X,01009000092
0100903816X,01009000092
0100903817X,01009000092
0100903818X,01009000092
0100903819X,01009000092
0100903820X,01009000092
0100903821X,01009000092
0100903822X,01009000092
0100903823X,01009000092
0100903824X,01009000092
0100903825X,01009000092
0100903826X,01009000092
0100903827X,01009000092
0100903828X,01009000092
0100903829X,01009000092
0100903830X,01009000093
0100903831X,01009000093
0100903832X,01009000093
0100903833X,01009000093
0100903834X,01009000093
0100903835X,01009000093
0100903836X,01009000093
0100903837X,01009000093
0100903838X,01009000093
0100903839X,01009000093
0100903840X,01009000093
0100903841X,01009000093
0100903842X,01009000093
0100903843X,01009000093
0100903844X,01009000093
0100903845X,01009000093
0100903846X,01009000093
0100903847X,01009000093
0100903848X,01009000093
0100903849X,01009000093
0100903850X,01009000093
0100903851X,01009000093
0100903852X,01009000093
0100903853X,01009000093
0100903854X,01009000094
0100903855X,01009000094
0100903856X,01009000094
0100903857X,01009000094
0100903858X,01009000094
0100903859X,01009000094
0100903860X,01009000094
0100903861X,01009000094
0100903862X,01009000094
0100903863X,01009000094
0100903864X,01009000094
0100903865X,01009000094
0100903866X,01009000094
0100903867X,01009000094
0100903868X,01009000094
0100903869X,01009000094
0100903870X,01009000094
0100903871X,01009000094
0100903872X,01009000094
0100903873X,01009000094
0100903874X,01009000094
0100903875X,01009000094
0100903876X,01009000094
0100903877X,01009000094
0100903878X,01009000094
0100903879X,01009000094
0100903880X,01009000094
0100903881X,01009000094
0100903882X,01009000094
0100903883X,01009000094
0100903884X,01009000094
0100903885X,01009000094
0100903886X,01009000095
0100903887X,01009000095
0100903888X,01009000095
0100903889X,01009000095
0100903890X,01009000095
0100903891X,01009000095
0100903892X,01009000095
0100903893X,01009000095
0100903894X,01009000095
0100903895X,01009000095
0100903896X,01009000095
0100903897X,01009000095
0100903898X,01009000095
0100903899X,01009000095
0100903900X,01009000095
0100903901X,01009000095
0100903902X,01009000095
0100903903X,01009000095
0100903904X,01009000095
0100903905X,01009000095
0100903906X,01009000095
0100903907X,01009000095
0100903908X,01009000095
0100903909X,01009000095
0100903910X,01009000095
0100903911X,01009000095
0100903912X,01009000095
0100903913X,01009000095
0100903914X,01009000095
0100903915X,01009000095
0100903916X,01009000095
0100903917X,01009000095
0100903918X,01009000095
0100903919X,01009000095
0100903920X,01009000095
0100903921X,01009000095
0100903922X,01009000095
0100903923X,01009000095
0100903924X,01009000095
0100903925X,01009000095
0100903926X,01009000095
0100903927X,01009000095
0100903928X,01009000095
0100903929X,01009000095
0100903930X,01009000095
0100903931X,01009000095
0100903932X,01009000095
0100903933X,01009000095
0100903934X,01009000095
0100903935X,01009000095
0100903936X,01009000096
0100903937X,01009000096
0100903938X,01009000096
0100903939X,01009000096
0100903940X,01009000096
0100903941X,01009000096
0100903942X,01009000096
0100903943X,01009000096
0100903944X,01009000096
0100903945X,01009000096
0100903946X,01009000096
0100903947X,01009000096
0100903948X,01009000096
0100903949X,01009000096
0100903950X,01009000096
0100903951X,01009000096
0100903952X,01009000096
0100903953X,01009000096
0100903954X,01009000096
0100903955X,01009000096
0100903956X,01009000096
0100903957X,01009000096
0100903958X,01009000096
0100903959X,01009000096
0100903960X,01009000096
0100903961X,01009000096
0100903962X,01009000096
0100903963X,01009000096
0100903964X,01009000096
0100903965X,01009000096
0100903966X,01009000096
0100903967X,01009000096
0100903968X,01009000096
0100903969X,01009000096
0100903970X,01009000096
0100903971X,01009000097
0100903972X,01009000097
0100903973X,01009000097
0100903974X,01009000097
0100903975X,01009000097
0100903976X,01009000097
0100903977X,01009000097
0100903978X,01009000097
0100903979X,01009000097
0100903980X,01009000097
0100903981X,01009000097
0100903982X,01009000097
0100903983X,01009000097
0100903984X,01009000097
0100903985X,01009000097
0100903986X,01009000097
0100903987X,01009000097
0100903988X,01009000097
0100903989X,01009000097
0100903990X,01009000097
0100903991X,01009000097
0100903992X,01009000097
0100903993X,01009000097
0100903994X,01009000097
0100903995X,01009000097
0100903996X,01009000097
0100903997X,01009000097
0100903998X,01009000097
0100903999X,01009000097
0100904000X,01009000097
0100904001X,01009000097
0100904002X,01009000097
0100904003X,01009000097
0100904004X,01009000097
0100904005X,01009000097
0100904006X,01009000098
0100904007X,01009000098
0100904008X,01009000098
0100904009X,01009000098
0100904010X,01009000098
0100904011X,01009000098
0100904012X,01009000098
0100904013X,01009000098
0100904014X,01009000098
0100904015X,01009000098
0100904016X,01009000098
0100904017X,01009000098
0100904018X,01009000098
0100904019X,01009000098
0100904020X,01009000098
0100904021X,01009000098
0100904022X,01009000098
0100904023X,01009000098
0100904024X,01009000098
0100904025X,01009000098
0100904026X,01009000098
0100904027X,01009000098
0100904028X,01009000098
0100904029X,01009000098
0100904030X,01009000098
0100904031X,01009000098
0100904032X,01009000098
0100904033X,01009000098
0100904034X,01009000098
0100904035X,01009000098
0100904036X,01009000098
0100904037X,01009000098
0100904038X,01009000098
0100904039X,01009000098
0100904040X,01009000098
0100904041X,01009000098
0100904042X,01009000098
0100904043X,01009000098
0100904044X,01009000098
0100904045X,01009000098
0100904046X,01009000098
0100904047X,01009000098
0100904048X,01009000098
0100904049X,01009000098
0100904050X,01009000098
0100904051X,01009000098
0100904052X,01009000098
0100904053X,01009000098
0100904054X,01009000098
0100904055X,01009000098
0100904056X,01009000098
0100904057X,01009000098
0100904058X,01009000098
0100904059X,01009000098
0100904060X,01009000098
0100904061X,01009000098
0100904062X,01009000098
0100904063X,01009000098
0100904064X,01009000098
0100904065X,01009000098
0100904066X,01009000098
0100904067X,01009000098
0100904068X,01009000098
0100904069X,01009000098
0100904070X,01009000099
0100904071X,01009000099
0100904072X,01009000099
0100904073X,01009000099
0100904074X,01009000099
0100904075X,01009000099
0100904076X,01009000099
0100904077X,01009000099
0100904078X,01009000099
0100904079X,01009000099
0100904080X,01009000099
0100904081X,01009000099
0100904082X,01009000099
0100904083X,01009000099
0100904084X,01009000099
0100904085X,01009000099
0100904086X,01009000099
0100904087X,01009000099
0100904088X,01009000099
0100904089X,01009000099
0100904090X,01009000099
0100904091X,01009000099
0100904092X,01009000099
0100904093X,01009000099
0100904094X,01009000099
0100904095X,01009000099
0100904096X,01009000099
0100904097X,01009000099
0100904098X,01009000099
0100904099X,01009000099
0100904100X,01009000099
0100904101X,01009000099
0100904102X,01009000100
0100904103X,01009000100
0100904104X,01009000100
0100904105X,01009000100
0100904106X,01009000100
0100904107X,01009000100
0100904108X,01009000100
0100904109X,01009000100
0100904110X,01009000100
0100904111X,01009000100
0100904112X,01009000100
0100904113X,01009000100
0100904114X,01009000100
0100904115X,01009000100
0100904116X,01009000100
0100904117X,01009000100
0100904118X,01009000100
0100904119X,01009000100
0100904120X,01009000100
0100904121X,01009000100
0100904122X,01009000100
0100904123X,01009000100
0100904124X,01009000100
0100904125X,01009000100
0100904126X,01009000100
0100904127X,01009000100
0100904128X,01009000100
0100904129X,01009000100
0100904130X,01009000100
0100904131X,01009000100
0100904132X,01009000100
0100904133X,01009000100
0100904134X,01009000100
0100904135X,01009000100
0100904136X,01009000100
0100904137X,01009000100
0100904138X,01009000100
0100904139X,01009000100
0100904140X,01009000100
0100904141X,01009000100
0100904142X,01009000101
0100904143X,01009000101
0100904144X,01009000101
0100904145X,01009000101
0100904146X,01009000101
0100904147X,01009000101
0100904148X,01009000101
0100904149X,01009000101
0100904150X,01009000101
0100904151X,01009000101
0100904152X,01009000101
0100904153X,01009000101
0100904154X,01009000101
0100904155X,01009000101
0100904156X,01009000101
0100904157X,01009000101
0100904158X,01009000101
0100904159X,01009000101
0100904160X,01009000101
0100904161X,01009000101
0100904162X,01009000101
0100904163X,01009000101
0100904164X,01009000101
0100904165X,01009000101
0100904166X,01009000101
0100904167X,01009000101
0100904168X,01009000101
0100904169X,01009000101
0100904170X,01009000101
0100904171X,01009000101
0100904172X,01009000101
0100904173X,01009000101
0100904174X,01009000101
0100904175X,01009000101
0100904176X,01009000101
0100904177X,01009000101
0100904178X,01009000101
0100904179X,01009000101
0100904180X,01009000101
0100904181X,01009000101
0100904182X,01009000101
0100904183X,01009000101
0100904184X,01009000101
0100904185X,01009000101
0100904186X,01009000101
0100904187X,01009000101
0100904188X,01009000101
0100904189X,01009000101
0100904190X,01009000101
0100904191X,01009000101
0101004192X,01010000102
0101004193X,01010000102
0101004194X,01010000102
0101004195X,01010000102
0101004196X,01010000102
0101004197X,01010000102
0101004198X,01010000102
0101004199X,01010000102
0101004200X,01010000102
0101004201X,01010000102
0101004202X,01010000102
0101004203X,01010000102
0101004204X,01010000102
0101004205X,01010000102
0101004206X,01010000102
0101004207X,01010000102
0101004208X,01010000102
0101004209X,01010000102
0101004210X,01010000102
0101004211X,01010000102
0101004212X,01010000102
0101004213X,01010000102
0101004214X,01010000102
0101004215X,01010000102
0101004216X,01010000102
0101004217X,01010000102
0101004218X,01010000102
0101004219X,01010000102
0101004220X,01010000102
0101004221X,01010000102
0101004222X,01010000102
0101004223X,01010000102
0101004224X,01010000102
0101004225X,01010000102
0101004226X,01010000102
0101004227X,01010000102
0101004228X,01010000102
0101004229X,01010000102
0101004230X,01010000102
0101004231X,01010000103
0101004232X,01010000103
0101004233X,01010000103
0101004234X,01010000103
0101004235X,01010000103
0101004236X,01010000103
0101004237X,01010000103
0101004238X,01010000103
0101004239X,01010000103
0101004240X,01010000103
0101004241X,01010000103
0101004242X,01010000103
0101004243X,01010000103
0101004244X,01010000103
0101004245X,01010000103
0101004246X,01010000103
0101004247X,01010000103
0101004248X,01010000103
0101004249X,01010000103
0101004250X,01010000103
0101004251X,01010000103
0101004252X,01010000103
0101004253X,01010000103
0101004254X,01010000103
0101004255X,01010000103
0101004256X,01010000103
0101004257X,01010000103
0101004258X,01010000103
0101004259X,01010000103
0101004260X,01010000103
0101004261X,01010000103
0101004262X,01010000103
0101004263X,01010000103
0101004264X,01010000103
0101004265X,01010000103
0101004266X,01010000103
0101004267X,01010000103
0101004268X,01010000104
0101004269X,01010000104
0101004270X,01010000104
0101004271X,01010000104
0101004272X,01010000104
0101004273X,01010000104
0101004274X,01010000104
0101004275X,01010000104
0101004276X,01010000104
0101004277X,01010000104
0101004278X,01010000104
0101004279X,01010000104
0101004280X,01010000104
0101004281X,01010000104
0101004282X,01010000104
0101004283X,01010000104
0101004284X,01010000104
0101004285X,01010000104
0101004286X,01010000104
0101004287X,01010000104
0101004288X,01010000104
0101004289X,01010000104
0101004290X,01010000104
0101004291X,01010000104
0101004292X,01010000104
0101004293X,01010000104
0101004294X,01010000104
0101004295X,01010000104
0101004296X,01010000104
0101004297X,01010000104
0101004298X,01010000104
0101004299X,01010000104
0101004300X,01010000104
0101004301X,01010000104
0101004302X,01010000104
0101004303X,01010000104
0101004304X,01010000105
0101004305X,01010000105
0101004306X,01010000105
0101004307X,01010000105
0101004308X,01010000105
0101004309X,01010000105
0101004310X,01010000105
0101004311X,01010000105
0101004312X,01010000105
0101004313X,01010000105
0101004314X,01010000105
0101004315X,01010000105
0101004316X,01010000105
0101004317X,01010000105
0101004318X,01010000105
0101004319X,01010000105
0101004320X,01010000105
0101004321X,01010000105
0101004322X,01010000105
0101004323X,01010000105
0101004324X,01010000105
0101004325X,01010000105
0101004326X,01010000105
0101004327X,01010000105
0101004328X,01010000105
0101004329X,01010000105
0101004330X,01010000105
0101004331X,01010000105
0101004332X,01010000105
0101004333X,01010000105
0101004334X,01010000105
0101004335X,01010000105
0101004336X,01010000105
0101004337X,01010000105
0101004338X,01010000105
0101004339X,01010000105
0101004340X,01010000105
0101004341X,01010000105
0101004342X,01010000105
0101004343X,01010000105
0101004344X,01010000105
0101004345X,01010000105
0101004346X,01010000105
0101004347X,01010000105
0101004348X,01010000105
0101004349X,01010000105
0101004350X,01010000105
0101004351X,01010000105
0101004352X,01010000105
0101004353X,01010000105
0101004354X,01010000105
0101004355X,01010000105
0101004356X,01010000105
0101004357X,01010000105
0101004358X,01010000106
0101004359X,01010000106
0101004360X,01010000106
0101004361X,01010000106
0101004362X,01010000106
0101004363X,01010000106
0101004364X,01010000106
0101004365X,01010000106
0101004366X,01010000106
0101004367X,01010000106
0101004368X,01010000106
0101004369X,01010000106
0101004370X,01010000106
0101004371X,01010000106
0101004372X,01010000106
0101004373X,01010000106
0101004374X,01010000106
0101004375X,01010000106
0101004376X,01010000106
0101004377X,01010000106
0101004378X,01010000106
0101004379X,01010000106
0101004380X,01010000106
0101004381X,01010000106
0101004382X,01010000106
0101004383X,01010000106
0101004384X,01010000106
0101004385X,01010000106
0101004386X,01010000106
0101004387X,01010000106
0101004388X,01010000106
0101004389X,01010000106
0101004390X,01010000106
0101004391X,01010000107
0101004392X,01010000107
0101004393X,01010000107
0101004394X,01010000107
0101004395X,01010000107
0101004396X,01010000107
0101004397X,01010000107
0101004398X,01010000107
0101004399X,01010000107
0101004400X,01010000107
0101004401X,01010000107
0101004402X,01010000107
0101004403X,01010000107
0101004404X,01010000107
0101004405X,01010000107
0101004406X,01010000107
0101004407X,01010000107
0101004408X,01010000107
0101004409X,01010000107
0101004410X,01010000107
0101004411X,01010000107
0101004412X,01010000107
0101004413X,01010000107
0101004414X,01010000107
0101004415X,01010000107
0101004416X,01010000107
0101004417X,01010000107
0101004418X,01010000107
0101004419X,01010000107
0101004420X,01010000107
0101004421X,01010000107
0101004422X,01010000107
0101004423X,01010000107
0101004424X,01010000107
0101004425X,01010000107
0101004426X,01010000107
0101004427X,01010000107
0101004428X,01010000107
0101004429X,01010000107
0101004430X,01010000107
0101004431X,01010000107
0101004432X,01010000107
0101004433X,01010000107
0101004434X,01010000107
0101004435X,01010000107
0101004436X,01010000107
0101004437X,01010000107
0101004438X,01010000107
0101004439X,01010000107
0101004440X,01010000107
0101004441X,01010000107
0101004442X,01010000107
0101004443X,01010000107
0101004444X,01010000107
0101004445X,01010000107
0101004446X,01010000107
0101004447X,01010000108
0101004448X,01010000108
0101004449X,01010000108
0101004450X,01010000108
0101004451X,01010000108
0101004452X,01010000108
0101004453X,01010000108
0101004454X,01010000108
0101004455X,01010000108
0101004456X,01010000108
0101004457X,01010000108
0101004458X,01010000108
0101004459X,01010000108
0101004460X,01010000108
0101004461X,01010000108
0101004462X,01010000108
0101004463X,01010000108
0101004464X,01010000108
0101004465X,01010000108
0101004466X,01010000108
0101004467X,01010000108
0101004468X,01010000108
0101004469X,01010000108
0101004470X,01010000108
0101004471X,01010000108
0101004472X,01010000108
0101004473X,01010000108
0101004474X,01010000108
0101004475X,01010000108
0101004476X,01010000108
0101004477X,01010000108
0101004478X,01010000108
0101004479X,01010000108
0101004480X,01010000108
0101004481X,01010000108
0101004482X,01010000109
0101004483X,01010000109
0101004484X,01010000109
0101004485X,01010000109
0101004486X,01010000109
0101004487X,01010000109
0101004488X,01010000109
0101004489X,01010000109
0101004490X,01010000109
0101004491X,01010000109
0101004492X,01010000109
0101004493X,01010000109
0101004494X,01010000109
0101004495X,01010000109
0101004496X,01010000109
0101004497X,01010000109
0101004498X,01010000109
0101004499X,01010000109
0101004500X,01010000109
0101004501X,01010000109
0101004502X,01010000109
0101004503X,01010000109
0101004504X,01010000109
0101004505X,01010000109
0101004506X,01010000109
0101004507X,01010000109
0101004508X,01010000109
0101004509X,01010000109
0101004510X,01010000109
0101004511X,01010000109
0101004512X,01010000109
0101004513X,01010000109
0101004514X,01010000109
0101004515X,01010000109
0101004516X,01010000109
0101004517X,01010000109
0101004518X,01010000109
0101004519X,01010000109
0101004520X,01010000109
0101004521X,01010000109
0101004522X,01010000109
0101004523X,01010000109
0101004524X,01010000109
0101004525X,01010000109
0101004526X,01010000109
0101004527X,01010000109
0101004528X,01010000109
0101004529X,01010000109
0101004530X,01010000109
0101004531X,01010000109
0101004532X,01010000109
0101004533X,01010000109
0101004534X,01010000109
0101004535X,01010000109
0101004536X,01010000109
0101004537X,01010000109
0101004538X,01010000110
0101004539X,01010000110
0101004540X,01010000110
0101004541X,01010000110
0101004542X,01010000110
0101004543X,01010000110
0101004544X,01010000110
0101004545X,01010000110
0101004546X,01010000110
0101004547X,01010000110
0101004548X,01010000110
0101004549X,01010000110
0101004550X,01010000110
0101004551X,01010000110
0101004552X,01010000110
0101004553X,01010000110
0101004554X,01010000110
0101004555X,01010000110
0101004556X,01010000110
0101004557X,01010000110
0101004558X,01010000110
0101004559X,01010000110
0101004560X,01010000110
0101004561X,01010000110
0101004562X,01010000110
0101004563X,01010000110
0101004564X,01010000110
0101004565X,01010000110
0101004566X,01010000110
0101004567X,01010000111
0101004568X,01010000111
0101004569X,01010000111
0101004570X,01010000111
0101004571X,01010000111
0101004572X,01010000111
0101004573X,01010000111
0101004574X,01010000111
0101004575X,01010000111
0101004576X,01010000111
0101004577X,01010000111
0101004578X,01010000111
0101004579X,01010000111
0101004580X,01010000111
0101004581X,01010000111
0101004582X,01010000111
0101004583X,01010000111
0101004584X,01010000111
0101004585X,01010000111
0101004586X,01010000111
0101004587X,01010000111
0101004588X,01010000111
0101004589X,01010000111
0101004590X,01010000111
0101004591X,01010000111
0101004592X,01010000111
0101004593X,01010000111
0101004594X,01010000111
0101004595X,01010000111
0101004596X,01010000111
0101004597X,01010000111
0101004598X,01010000111
0101004599X,01010000111
0101004600X,01010000111
0101004601X,01010000112
0101004602X,01010000112
0101004603X,01010000112
0101004604X,01010000112
0101004605X,01010000112
0101004606X,01010000112
0101004607X,01010000112
0101004608X,01010000112
0101004609X,01010000112
0101004610X,01010000112
0101004611X,01010000112
0101004612X,01010000112
0101004613X,01010000112
0101004614X,01010000112
0101004615X,01010000112
0101004616X,01010000112
0101004617X,01010000112
0101004618X,01010000112
0101004619X,01010000112
0101004620X,01010000112
0101004621X,01010000112
0101004622X,01010000112
0101004623X,01010000112
0101004624X,01010000112
0101004625X,01010000112
0101104626X,01011000113
0101104627X,01011000113
0101104628X,01011000113
0101104629X,01011000113
0101104630X,01011000113
0101104631X,01011000113
0101104632X,01011000113
0101104633X,01011000113
0101104634X,01011000113
0101104635X,01011000113
0101104636X,01011000113
0101104637X,01011000113
0101104638X,01011000113
0101104639X,01011000113
0101104640X,01011000113
0101104641X,01011000113
0101104642X,01011000113
0101104643X,01011000113
0101104644X,01011000113
0101104645X,01011000113
0101104646X,01011000113
0101104647X,01011000113
0101104648X,01011000113
0101104649X,01011000113
0101104650X,01011000113
0101104651X,01011000113
0101104652X,01011000113
0101104653X,01011000113
0101104654X,01011000113
0101104655X,01011000113
0101104656X,01011000113
0101104657X,01011000113
0101104658X,01011000113
0101104659X,01011000113
0101104660X,01011000113
0101104661X,01011000113
0101104662X,01011000113
0101104663X,01011000114
0101104664X,01011000114
0101104665X,01011000114
0101104666X,01011000114
0101104667X,01011000114
0101104668X,01011000114
0101104669X,01011000114
0101104670X,01011000114
0101104671X,01011000114
0101104672X,01011000114
0101104673X,01011000114
0101104674X,01011000114
0101104675X,01011000114
0101104676X,01011000114
0101104677X,01011000114
0101104678X,01011000114
0101104679X,01011000114
0101104680X,01011000114
0101104681X,01011000114
0101104682X,01011000114
0101104683X,01011000114
0101104684X,01011000114
0101104685X,01011000114
0101104686X,01011000114
0101104687X,01011000114
0101104688X,01011000114
0101104689X,01011000114
0101104690X,01011000114
0101104691X,01011000114
0101104692X,01011000114
0101104693X,01011000114
0101104694X,01011000114
0101104695X,01011000114
0101104696X,01011000114
0101104697X,01011000114
0101104698X,01011000114
0101104699X,01011000114
0101104700X,01011000114
0101104701X,01011000114
0101104702X,01011000114
0101104703X,01011000114
0101104704X,01011000114
0101104705X,01011000114
0101104706X,01011000114
0101104707X,01011000114
0101104708X,01011000114
0101104709X,01011000114
0101104710X,01011000114
0101104711X,01011000114
0101104712X,01011000115
0101104713X,01011000115
0101104714X,01011000115
0101104715X,01011000115
0101104716X,01011000115
0101104717X,01011000115
0101104718X,01011000115
0101104719X,01011000115
0101104720X,01011000115
0101104721X,01011000115
0101104722X,01011000115
0101104723X,01011000115
0101104724X,01011000115
0101104725X,01011000115
0101104726X,01011000115
0101104727X,01011000115
0101104728X,01011000115
0101104729X,01011000115
0101104730X,01011000115
0101104731X,01011000115
0101104732X,01011000115
0101104733X,01011000115
0101104734X,01011000115
0101104735X,01011000115
0101104736X,01011000115
0101104737X,01011000115
0101104738X,01011000115
0101104739X,01011000115
0101104740X,01011000115
0101104741X,01011000115
0101104742X,01011000115
0101104743X,01011000115
0101104744X,01011000115
0101104745X,01011000115
0101104746X,01011000115
0101104747X,01011000115
0101104748X,01011000116
0101104749X,01011000116
0101104750X,01011000116
0101104751X,01011000116
0101104752X,01011000116
0101104753X,01011000116
0101104754X,01011000116
0101104755X,01011000116
0101104756X,01011000116
0101104757X,01011000116
0101104758X,01011000116
0101104759X,01011000116
0101104760X,01011000116
0101104761X,01011000116
0101104762X,01011000116
0101104763X,01011000116
0101104764X,01011000116
0101104765X,01011000116
0101104766X,01011000116
0101104767X,01011000116
0101104768X,01011000116
0101104769X,01011000116
0101104770X,01011000116
0101104771X,01011000116
0101104772X,01011000116
0101104773X,01011000116
0101104774X,01011000116
0101104775X,01011000116
0101104776X,01011000116
0101104777X,01011000116
0101104778X,01011000116
0101104779X,01011000116
0101104780X,01011000116
0101104781X,01011000116
0101104782X,01011000116
0101104783X,01011000116
0101104784X,01011000116
0101104785X,01011000116
0101104786X,01011000116
0101104787X,01011000116
0101104788X,01011000116
0101104789X,01011000116
0101104790X,01011000116
0101104791X,01011000116
0101104792X,01011000116
0101104793X,01011000116
0101104794X,01011000116
0101104795X,01011000116
0101104796X,01011000116
0101104797X,01011000116
0101104798X,01011000117
0101104799X,01011000117
0101104800X,01011000117
0101104801X,01011000117
0101104802X,01011000117
0101104803X,01011000117
0101104804X,01011000117
0101104805X,01011000117
0101104806X,01011000117
0101104807X,01011000117
0101104808X,01011000117
0101104809X,01011000117
0101104810X,01011000117
0101104811X,01011000117
0101104812X,01011000117
0101104813X,01011000117
0101104814X,01011000117
0101104815X,01011000117
0101104816X,01011000117
0101104817X,01011000117
0101104818X,01011000117
0101104819X,01011000117
0101104820X,01011000117
0101104821X,01011000117
0101104822X,01011000117
0101104823X,01011000117
0101104824X,01011000117
0101104825X,01011000117
0101104826X,01011000117
0101104827X,01011000117
0101104828X,01011000117
0101104829X,01011000117
0101104830X,01011000117
0101104831X,01011000117
0101104832X,01011000117
0101104833X,01011000117
0101104834X,01011000117
0101104835X,01011000117
0101104836X,01011000117
0101104837X,01011000117
0101104838X,01011000117
0101104839X,01011000117
0101104840X,01011000117
0101104841X,01011000117
0101104842X,01011000117
0101104843X,01011000117
0101104844X,01011000117
0101104845X,01011000117
0101104846X,01011000117
0101104847X,01011000117
0101104848X,01011000117
0101104849X,01011000117
0101104850X,01011000117
0101104851X,01011000118
0101104852X,01011000118
0101104853X,01011000118
0101104854X,01011000118
0101104855X,01011000118
0101104856X,01011000118
0101104857X,01011000118
0101104858X,01011000118
0101104859X,01011000118
0101104860X,01011000118
0101104861X,01011000118
0101104862X,01011000118
0101104863X,01011000118
0101104864X,01011000118
0101104865X,01011000118
0101104866X,01011000118
0101104867X,01011000118
0101104868X,01011000118
0101104869X,01011000118
0101104870X,01011000118
0101104871X,01011000118
0101104872X,01011000118
0101104873X,01011000118
0101104874X,01011000118
0101104875X,01011000118
0101104876X,01011000118
0101104877X,01011000118
0101104878X,01011000118
0101104879X,01011000118
0101104880X,01011000118
0101104881X,01011000118
0101104882X,01011000118
0101104883X,01011000118
0101104884X,01011000118
0101104885X,01011000118
0101104886X,01011000118
0101104887X,01011000118
0101104888X,01011000118
0101104889X,01011000118
0101104890X,01011000118
0101104891X,01011000118
0101104892X,01011000118
0101104893X,01011000119
0101104894X,01011000119
0101104895X,01011000119
0101104896X,01011000119
0101104897X,01011000119
0101104898X,01011000119
0101104899X,01011000119
0101104900X,01011000119
0101104901X,01011000119
0101104902X,01011000119
0101104903X,01011000119
0101104904X,01011000119
0101104905X,01011000119
0101104906X,01011000119
0101104907X,01011000119
0101104908X,01011000119
0101104909X,01011000119
0101104910X,01011000119
0101104911X,01011000119
0101104912X,01011000119
0101104913X,01011000119
0101104914X,01011000119
0101104915X,01011000119
0101104916X,01011000119
0101104917X,01011000119
0101104918X,01011000119
0101104919X,01011000119
0101104920X,01011000119
0101104921X,01011000119
0101104922X,01011000119
0101104923X,01011000119
0101104924X,01011000119
0101104925X,01011000119
0101104926X,01011000119
0101104927X,01011000119
0101104928X,01011000119
0101104929X,01011000119
0101104930X,01011000119
0101104931X,01011000119
0101104932X,01011000119
0101104933X,01011000119
0101104934X,01011000119
0101104935X,01011000119
0101104936X,01011000119
0101104937X,01011000119
0101104938X,01011000119
0101104939X,01011000119
0101104940X,01011000119
0101104941X,01011000119
0101104942X,01011000119
0101104943X,01011000119
0101104944X,01011000119
0101104945X,01011000120
0101104946X,01011000120
0101104947X,01011000120
0101104948X,01011000120
0101104949X,01011000120
0101104950X,01011000120
0101104951X,01011000120
0101104952X,01011000120
0101104953X,01011000120
0101104954X,01011000120
0101104955X,01011000120
0101104956X,01011000120
0101104957X,01011000120
0101104958X,01011000120
0101104959X,01011000120
0101104960X,01011000120
0101104961X,01011000120
0101104962X,01011000120
0101104963X,01011000120
0101104964X,01011000120
0101104965X,01011000120
0101104966X,01011000120
0101104967X,01011000120
0101104968X,01011000120
0101104969X,01011000120
0101104970X,01011000120
0101104971X,01011000120
0101104972X,01011000120
0101104973X,01011000120
0101104974X,01011000120
0101104975X,01011000120
0101104976X,01011000120
0101104977X,01011000120
0101104978X,01011000120
0101104979X,01011000120
0101104980X,01011000120
0101104981X,01011000120
0101104982X,01011000120
0101104983X,01011000120
0101104984X,01011000120
0101104985X,01011000120
0101104986X,01011000120
0101104987X,01011000120
0101104988X,01011000120
0101104989X,01011000120
0101104990X,01011000120
0101104991X,01011000120
0101104992X,01011000120
0101104993X,01011000120
0101104994X,01011000120
0101104995X,01011000120
0101104996X,01011000120
0101104997X,01011000120
0101104998X,01011000120
0101104999X,01011000120
0101105000X,01011000121
0101105001X,01011000121
0101105002X,01011000121
0101105003X,01011000121
0101105004X,01011000121
0101105005X,01011000121
0101105006X,01011000121
0101105007X,01011000121
0101105008X,01011000121
0101105009X,01011000121
0101105010X,01011000121
0101105011X,01011000121
0101105012X,01011000121
0101105013X,01011000121
0101105014X,01011000121
0101105015X,01011000121
0101105016X,01011000121
0101105017X,01011000121
0101105018X,01011000121
0101105019X,01011000121
0101105020X,01011000121
0101105021X,01011000121
0101105022X,01011000121
0101105023X,01011000121
0101105024X,01011000121
0101105025X,01011000121
0101105026X,01011000121
0101105027X,01011000121
0101105028X,01011000121
0101105029X,01011000121
0101105030X,01011000121
0101105031X,01011000121
0101105032X,01011000121
0101105033X,01011000121
0101105034X,01011000121
0101105035X,01011000121
0101105036X,01011000121
0101105037X,01011000121
0101105038X,01011000121
0101105039X,01011000121
0101105040X,01011000121
0101105041X,01011000121
0101105042X,01011000121
0101105043X,01011000121
0101105044X,01011000121
