CODIGO_MESA_2019,CODIGO_CIRCUITO_2017
0100602505X,01006000069
0100602506X,01006000069
0100602507X,01006000069
0100602508X,01006000069
0100602509X,01006000069
0100602510X,01006000069
0100602511X,01006000069
0100602512X,01006000069
0100602513X,01006000069
0100602514X,01006000069
0100602515X,01006000069
0100602516X,01006000069
0100602517X,01006000069
0100602518X,01006000069
0100602519X,01006000069
0100602520X,01006000069
0100602521X,01006000069
0100602522X,01006000069
0100602523X,01006000069
0100602524X,01006000069
0100602525X,01006000069
0100602526X,01006000070
0100602527X,01006000070
0100602528X,01006000070
0100602529X,01006000070
0100602530X,01006000070
0100602531X,01006000070
0100602532X,01006000070
0100602533X,01006000070
0100602534X,01006000070
0100602535X,01006000070
0100602536X,01006000070
0100602537X,01006000070
0100602538X,01006000070
0100602539X,01006000070
0100602540X,01006000070
0100602541X,01006000070
0100602542X,01006000070
0100602543X,01006000070
0100602544X,01006000070
0100602545X,01006000070
0100602546X,01006000070
0100602547X,01006000070
0100602548X,01006000070
0100602549X,01006000070
0100602550X,01006000070
0100602551X,01006000070
0100602552X,01006000070
0100602553X,01006000070
0100602554X,01006000070
0100602555X,01006000070
0100602556X,01006000070
0100602557X,01006000070
0100602558X,01006000070
0100602559X,01006000070
0100602560X,01006000070
0100602561X,01006000070
0100602562X,01006000070
0100602563X,01006000070
0100602564X,01006000070
0100602565X,01006000070
0100602566X,01006000070
0100602567X,01006000070
0100602568X,01006000070
0100602569X,01006000070
0100602570X,01006000070
0100602571X,01006000070
0100602572X,01006000070
0100602573X,01006000070
0100602574X,01006000070
0100602575X,01006000070
0100602576X,01006000070
0100602577X,01006000070
0100602578X,01006000070
0100602579X,01006000070
0100602580X,01006000070
0100602581X,01006000070
0100602582X,01006000070
0100602583X,01006000070
0100602584X,01006000070
0100602585X,01006000070
0100602586X,01006000070
0100602587X,01006000070
0100602588X,01006000070
0100602589X,01006000070
0100602590X,01006000070
0100602591X,01006000070
0100602592X,01006000070
0100602593X,01006000070
0100602594X,01006000070
0100602595X,01006000070
0100602596X,01006000070
0100602597X,01006000070
0100602598X,01006000070
0100602599X,01006000070
0100602600X,01006000070
0100602601X,01006000071
0100602602X,01006000071
0100602603X,01006000071
0100602604X,01006000071
0100602605X,01006000071
0100602606X,01006000071
0100602607X,01006000071
0100602608X,01006000071
0100602609X,01006000071
0100602610X,01006000071
0100602611X,01006000071
0100602612X,01006000071
0100602613X,01006000071
0100602614X,01006000071
0100602615X,01006000071
0100602616X,01006000071
0100602617X,01006000071
0100602618X,01006000071
0100602619X,01006000071
0100602620X,01006000071
0100602621X,01006000071
0100602622X,01006000071
0100602623X,01006000071
0100602624X,01006000071
0100602625X,01006000071
0100602626X,01006000071
0100602627X,01006000071
0100602628X,01006000071
0100602629X,01006000071
0100602630X,01006000071
0100602631X,01006000071
0100602632X,01006000071
0100602633X,01006000071
0100602634X,01006000071
0100602635X,01006000071
0100602636X,01006000071
0100602637X,01006000071
0100602638X,01006000071
0100602639X,01006000071
0100602640X,01006000071
0100602641X,01006000071
0100602642X,01006000071
0100602643X,01006000071
0100602644X,01006000071
0100602645X,01006000071
0100602646X,01006000071
0100602647X,01006000071
0100602648X,01006000071
0100602649X,01006000071
0100602650X,01006000071
0100602651X,01006000071
0100602652X,01006000071
0100602653X,01006000071
0100602654X,01006000071
0100602655X,01006000071
0100602656X,01006000071
0100602657X,01006000071
0100602658X,01006000071
0100602659X,01006000071
0100602660X,01006000071
0100602661X,01006000071
0100602662X,01006000071
0100602663X,01006000071
0100602664X,01006000071
0100602665X,01006000071
0100602666X,01006000071
0100602667X,01006000071
0100602668X,01006000071
0100602669X,01006000071
0100602670X,01006000071
0100602671X,01006000071
0100602672X,01006000071
0100602673X,01006000071
0100602674X,01006000071
0100602675X,01006000071
0100602676X,01006000071
0100602677X,01006000071
0100602678X,01006000071
0100602679X,01006000071
0100602680X,01006000071
0100602681X,01006000071
0100602682X,01006000071
0100602683X,01006000071
0100602684X,01006000071
0100602685X,01006000071
0100602686X,01006000071
0100602687X,01006000071
0100602688X,01006000071
0100602689X,01006000071
0100602690X,01006000071
0100602691X,01006000072
0100602692X,01006000072
0100602693X,01006000072
0100602694X,01006000072
0100602695X,01006000072
0100602696X,01006000072
0100602697X,01006000072
0100602698X,01006000072
0100602699X,01006000072
0100602700X,01006000072
0100602701X,01006000072
0100602702X,01006000072
0100602703X,01006000072
0100602704X,01006000072
0100602705X,01006000072
0100602706X,01006000072
0100602707X,01006000072
0100602708X,01006000072
0100602709X,01006000072
0100602710X,01006000072
0100602711X,01006000072
0100602712X,01006000072
0100602713X,01006000072
0100602714X,01006000072
0100602715X,01006000072
0100602716X,01006000072
0100602717X,01006000072
0100602718X,01006000072
0100602719X,01006000072
0100602720X,01006000072
0100602721X,01006000072
0100602722X,01006000072
0100602723X,01006000072
0100602724X,01006000072
0100602725X,01006000072
0100602726X,01006000072
0100602727X,01006000072
0100602728X,01006000072
0100602729X,01006000072
0100602730X,01006000073
0100602731X,01006000073
0100602732X,01006000073
0100602733X,01006000073
0100602734X,01006000073
0100602735X,01006000073
0100602736X,01006000073
0100602737X,01006000073
0100602738X,01006000073
0100602739X,01006000073
0100602740X,01006000073
0100602741X,01006000073
0100602742X,01006000073
0100602743X,01006000073
0100602744X,01006000073
0100602745X,01006000073
0100602746X,01006000073
0100602747X,01006000073
0100602748X,01006000073
0100602749X,01006000073
0100602750X,01006000073
0100602751X,01006000073
0100602752X,01006000073
0100602753X,01006000073
0100602754X,01006000073
0100602755X,01006000073
0100602756X,01006000073
0100602757X,01006000073
0100602758X,01006000073
0100602759X,01006000073
0100602760X,01006000073
0100602761X,01006000073
0100602762X,01006000073
0100602763X,01006000073
0100602764X,01006000073
0100602765X,01006000073
0100602766X,01006000073
0100602767X,01006000073
0100602768X,01006000073
0100602769X,01006000073
0100602770X,01006000073
0100602771X,01006000073
0100602772X,01006000073
0100602773X,01006000073
0100602774X,01006000073
0100602775X,01006000073
0100602776X,01006000073
0100602777X,01006000073
0100602778X,01006000073
0100602779X,01006000073
0100602780X,01006000073
0100602781X,01006000074
0100602782X,01006000074
0100602783X,01006000074
0100602784X,01006000074
0100602785X,01006000074
0100602786X,01006000074
0100602787X,01006000074
0100602788X,01006000074
0100602789X,01006000074
0100602790X,01006000074
0100602791X,01006000074
0100602792X,01006000074
0100602793X,01006000074
0100602794X,01006000074
0100602795X,01006000074
0100602796X,01006000074
0100602797X,01006000074
0100602798X,01006000074
0100602799X,01006000074
0100602800X,01006000074
0100602801X,01006000074
0100602802X,01006000074
0100602803X,01006000074
0100602804X,01006000074
0100602805X,01006000074
0100602806X,01006000074
0100602807X,01006000074
0100602808X,01006000074
0100602809X,01006000074
0100602810X,01006000074
0100602811X,01006000074
0100602812X,01006000074
0100602813X,01006000074
0100602814X,01006000074
0100602815X,01006000074
0100602816X,01006000074
0100602817X,01006000074
0100602818X,01006000074
0100602819X,01006000074
0100602820X,01006000074
0100602821X,01006000074
0100602822X,01006000074
0100602823X,01006000074
0100602824X,01006000074
0100602825X,01006000074
0100602826X,01006000074
0100602827X,01006000074
0100602828X,01006000074
0100602829X,01006000074
0100602830X,01006000074
0100602831X,01006000074
0100602832X,01006000074
0100602833X,01006000074
0100602834X,01006000074
0100602835X,01006000074
0100602836X,01006000074
0100602837X,01006000074
0100602838X,01006000074
0100602839X,01006000074
0100602840X,01006000074
0100602841X,01006000074
0100602842X,01006000074
0100602843X,01006000074
0100602844X,01006000074
0100602845X,01006000074
0100602846X,01006000074
0100602847X,01006000074
0100602848X,01006000074
0100602849X,01006000074
0100602850X,01006000074
0100702851X,01007000075
0100702852X,01007000075
0100702853X,01007000075
0100702854X,01007000075
0100702855X,01007000075
0100702856X,01007000075
0100702857X,01007000075
0100702858X,01007000075
0100702859X,01007000075
0100702860X,01007000075
0100702861X,01007000075
0100702862X,01007000075
0100702863X,01007000075
0100702864X,01007000075
0100702865X,01007000075
0100702866X,01007000075
0100702867X,01007000075
0100702868X,01007000075
0100702869X,01007000075
0100702870X,01007000075
0100702871X,01007000075
0100702872X,01007000075
0100702873X,01007000075
0100702874X,01007000075
0100702875X,01007000075
0100702876X,01007000075
0100702877X,01007000075
0100702878X,01007000075
0100702879X,01007000075
0100702880X,01007000075
0100702881X,01007000076
0100702882X,01007000076
0100702883X,01007000076
0100702884X,01007000076
0100702885X,01007000076
0100702886X,01007000076
0100702887X,01007000076
0100702888X,01007000076
0100702889X,01007000076
0100702890X,01007000076
0100702891X,01007000076
0100702892X,01007000076
0100702893X,01007000076
0100702894X,01007000076
0100702895X,01007000076
0100702896X,01007000076
0100702897X,01007000076
0100702898X,01007000076
0100702899X,01007000076
0100702900X,01007000076
0100702901X,01007000076
0100702902X,01007000076
0100702903X,01007000076
0100702904X,01007000076
0100702905X,01007000076
0100702906X,01007000076
0100702907X,01007000076
0100702908X,01007000076
0100702909X,01007000076
0100702910X,01007000076
0100702911X,01007000076
0100702912X,01007000076
0100702913X,01007000076
0100702914X,01007000076
0100702915X,01007000076
0100702916X,01007000076
0100702917X,01007000076
0100702918X,01007000076
0100702919X,01007000076
0100702920X,01007000076
0100702921X,01007000076
0100702922X,01007000076
0100702923X,01007000076
0100702924X,01007000076
0100702925X,01007000076
0100702926X,01007000076
0100702927X,01007000076
0100702928X,01007000077
0100702929X,01007000077
0100702930X,01007000077
0100702931X,01007000077
0100702932X,01007000077
0100702933X,01007000077
0100702934X,01007000077
0100702935X,01007000077
0100702936X,01007000077
0100702937X,01007000077
0100702938X,01007000077
0100702939X,01007000077
0100702940X,01007000077
0100702941X,01007000077
0100702942X,01007000077
0100702943X,01007000077
0100702944X,01007000077
0100702945X,01007000077
0100702946X,01007000077
0100702947X,01007000077
0100702948X,01007000077
0100702949X,01007000077
0100702950X,01007000077
0100702951X,01007000077
0100702952X,01007000077
0100702953X,01007000077
0100702954X,01007000077
0100702955X,01007000077
0100702956X,01007000077
0100702957X,01007000077
0100702958X,01007000077
0100702959X,01007000077
0100702960X,01007000077
0100702961X,01007000077
0100702962X,01007000077
0100702963X,01007000077
0100702964X,01007000077
0100702965X,01007000077
0100702966X,01007000077
0100702967X,01007000078
0100702968X,01007000078
0100702969X,01007000078
0100702970X,01007000078
0100702971X,01007000078
0100702972X,01007000078
0100702973X,01007000078
0100702974X,01007000078
0100702975X,01007000078
0100702976X,01007000078
0100702977X,01007000078
0100702978X,01007000078
0100702979X,01007000078
0100702980X,01007000078
0100702981X,01007000078
0100702982X,01007000078
0100702983X,01007000078
0100702984X,01007000078
0100702985X,01007000078
0100702986X,01007000078
0100702987X,01007000078
0100702988X,01007000078
0100702989X,01007000078
0100702990X,01007000078
0100702991X,01007000078
0100702992X,01007000078
0100702993X,01007000078
0100702994X,01007000078
0100702995X,01007000078
0100702996X,01007000078
0100702997X,01007000078
0100702998X,01007000079
0100702999X,01007000079
0100703000X,01007000079
0100703001X,01007000079
0100703002X,01007000079
0100703003X,01007000079
0100703004X,01007000079
0100703005X,01007000079
0100703006X,01007000079
0100703007X,01007000079
0100703008X,01007000079
0100703009X,01007000079
0100703010X,01007000079
0100703011X,01007000079
0100703012X,01007000079
0100703013X,01007000079
0100703014X,01007000079
0100703015X,01007000079
0100703016X,01007000079
0100703017X,01007000079
0100703018X,01007000079
0100703019X,01007000079
0100703020X,01007000079
0100703021X,01007000079
0100703022X,01007000079
0100703023X,01007000079
0100703024X,01007000079
0100703025X,01007000079
0100703026X,01007000079
0100703027X,01007000079
0100703028X,01007000079
0100703029X,01007000079
0100703030X,01007000079
0100703031X,01007000079
0100703032X,01007000079
0100703033X,01007000079
0100703034X,01007000079
0100703035X,01007000079
0100703036X,01007000079
0100703037X,01007000079
0100703038X,01007000079
0100703039X,01007000080
0100703040X,01007000080
0100703041X,01007000080
0100703042X,01007000080
0100703043X,01007000080
0100703044X,01007000080
0100703045X,01007000080
0100703046X,01007000080
0100703047X,01007000080
0100703048X,01007000080
0100703049X,01007000080
0100703050X,01007000080
0100703051X,01007000080
0100703052X,01007000080
0100703053X,01007000080
0100703054X,01007000080
0100703055X,01007000080
0100703056X,01007000080
0100703057X,01007000080
0100703058X,01007000080
0100703059X,01007000080
0100703060X,01007000080
0100703061X,01007000080
0100703062X,01007000080
0100703063X,01007000080
0100703064X,01007000080
0100703065X,01007000080
0100703066X,01007000080
0100703067X,01007000080
0100703068X,01007000080
0100703069X,01007000080
0100703070X,01007000080
0100703071X,01007000080
0100703072X,01007000080
0100703073X,01007000080
0100703074X,01007000080
0100703075X,01007000080
0100703076X,01007000080
0100703077X,01007000081
0100703078X,01007000081
0100703079X,01007000081
0100703080X,01007000081
0100703081X,01007000081
0100703082X,01007000081
0100703083X,01007000081
0100703084X,01007000081
0100703085X,01007000081
0100703086X,01007000081
0100703087X,01007000081
0100703088X,01007000081
0100703089X,01007000081
0100703090X,01007000081
0100703091X,01007000081
0100703092X,01007000081
0100703093X,01007000081
0100703094X,01007000081
0100703095X,01007000081
0100703096X,01007000081
0100703097X,01007000081
0100703098X,01007000081
0100703099X,01007000081
0100703100X,01007000081
0100703101X,01007000081
0100703102X,01007000081
0100703103X,01007000081
0100703104X,01007000081
0100703105X,01007000081
0100703106X,01007000081
0100703107X,01007000081
0100703108X,01007000081
0100703109X,01007000081
0100703110X,01007000081
0100703111X,01007000081
0100703112X,01007000081
0100703113X,01007000082
0100703114X,01007000082
0100703115X,01007000082
0100703116X,01007000082
0100703117X,01007000082
0100703118X,01007000082
0100703119X,01007000082
0100703120X,01007000082
0100703121X,01007000082
0100703122X,01007000082
0100703123X,01007000082
0100703124X,01007000082
0100703125X,01007000082
0100703126X,01007000082
0100703127X,01007000082
0100703128X,01007000082
0100703129X,01007000082
0100703130X,01007000082
0100703131X,01007000082
0100703132X,01007000082
0100703133X,01007000082
0100703134X,01007000082
0100703135X,01007000082
0100703136X,01007000082
0100703137X,01007000082
0100703138X,01007000082
0100703139X,01007000082
0100703140X,01007000082
0100703141X,01007000082
0100703142X,01007000082
0100703143X,01007000082
0100703144X,01007000082
0100703145X,01007000082
0100703146X,01007000082
0100703147X,01007000082
0100703148X,01007000082
0100703149X,01007000082
0100703150X,01007000082
0100703151X,01007000082
0100703152X,01007000082
0100703153X,01007000082
0100703154X,01007000082
0100703155X,01007000082
0100703156X,01007000083
0100703157X,01007000083
0100703158X,01007000083
0100703159X,01007000083
0100703160X,01007000083
0100703161X,01007000083
0100703162X,01007000083
0100703163X,01007000083
0100703164X,01007000083
0100703165X,01007000083
0100703166X,01007000083
0100703167X,01007000083
0100703168X,01007000083
0100703169X,01007000083
0100703170X,01007000083
0100703171X,01007000083
0100703172X,01007000083
0100703173X,01007000083
0100703174X,01007000083
0100703175X,01007000083
0100703176X,01007000083
0100703177X,01007000083
0100703178X,01007000083
0100703179X,01007000083
0100703180X,01007000083
0100703181X,01007000083
0100703182X,01007000083
0100703183X,01007000083
0100703184X,01007000083
0100703185X,01007000083
0100703186X,01007000083
0100703187X,01007000083
0100703188X,01007000083
0100703189X,01007000083
0100703190X,01007000083
0100703191X,01007000083
0100703192X,01007000083
0100703193X,01007000083
0100703194X,01007000083
0100703195X,01007000083
0100703196X,01007000083
0100703197X,01007000083
0100703198X,01007000083
0100703199X,01007000083
0100703200X,01007000083
0100703201X,01007000083
0100703202X,01007000083
0100703203X,01007000083
0100703204X,01007000083
0100703205X,01007000083
0100703206X,01007000083
0100703207X,01007000083
0100703208X,01007000083
0100703209X,01007000083
0100703210X,01007000083
0100703211X,01007000083
0100703212X,01007000083
0100703213X,01007000083
0100703214X,01007000083
0100703215X,01007000083
0100703216X,01007000083
0100703217X,01007000084
0100703218X,01007000084
0100703219X,01007000084
0100703220X,01007000084
0100703221X,01007000084
0100703222X,01007000084
0100703223X,01007000084
0100703224X,01007000084
0100703225X,01007000084
0100703226X,01007000084
0100703227X,01007000084
0100703228X,01007000084
0100703229X,01007000084
0100703230X,01007000084
0100703231X,01007000084
0100703232X,01007000084
0100703233X,01007000084
0100703234X,01007000084
0100703235X,01007000084
0100703236X,01007000084
0100703237X,01007000084
0100703238X,01007000084
0100703239X,01007000084
0100703240X,01007000084
0100703241X,01007000084
0100703242X,01007000084
0100703243X,01007000084
0100703244X,01007000084
0100703245X,01007000084
0100703246X,01007000084
0100703247X,01007000084
0100703248X,01007000084
0100703249X,01007000085
0100703250X,01007000085
0100703251X,01007000085
0100703252X,01007000085
0100703253X,01007000085
0100703254X,01007000085
0100703255X,01007000085
0100703256X,01007000085
0100703257X,01007000085
0100703258X,01007000085
0100703259X,01007000085
0100703260X,01007000085
0100703261X,01007000085
0100703262X,01007000085
0100703263X,01007000085
0100703264X,01007000085
0100703265X,01007000085
0100703266X,01007000085
0100703267X,01007000085
0100703268X,01007000085
0100703269X,01007000085
0100703270X,01007000085
0100703271X,01007000085
0100703272X,01007000086
0100703273X,01007000086
0100703274X,01007000086
0100703275X,01007000086
0100703276X,01007000086
0100703277X,01007000086
0100703278X,01007000086
0100703279X,01007000086
0100703280X,01007000086
0100703281X,01007000086
0100703282X,01007000086
0100703283X,01007000086
0100703284X,01007000086
0100703285X,01007000086
0100703286X,01007000086
0100703287X,01007000086
0100703288X,01007000086
0100703289X,01007000086
0100703290X,01007000086
0100703291X,01007000086
0100703292X,01007000086
0100703293X,01007000086
0100703294X,01007000086
0100703295X,01007000086
0100703296X,01007000086
0100703297X,01007000086
0100703298X,01007000086
0100703299X,01007000086
0100703300X,01007000086
0100703301X,01007000086
0100703302X,01007000086
0100703303X,01007000086
0100703304X,01007000086
0100703305X,01007000086
0100703306X,01007000086
0100703307X,01007000086
0100703308X,01007000086
0100703309X,01007000086
0100703310X,01007000086
0100703311X,01007000086
0100703312X,01007000086
0100703313X,01007000086
0100703314X,01007000086
0100703315X,01007000086
0100703316X,01007000086
0100703317X,01007000086
0100703318X,01007000086
0100703319X,01007000086
0100703320X,01007000086
0100703321X,01007000086
0100703322X,01007000086
0100703323X,01007000086
0100703324X,01007000086
0100703325X,01007000086
0100703326X,01007000086
0100703327X,01007000086
0100703328X,01007000086
0100703329X,01007000086
0100703330X,01007000086
0100703331X,01007000086
0100703332X,01007000086
0100703333X,01007000086
0100703334X,01007000086
0100703335X,01007000086
0100703336X,01007000086
0100703337X,01007000086
0100703338X,01007000086
0100703339X,01007000086
0100703340X,01007000086
0100703341X,01007000086
0100703342X,01007000086
0100703343X,01007000086
0100703344X,01007000086
0100703345X,01007000086
0100703346X,01007000086
0100703347X,01007000086
0100703348X,01007000086
0100703349X,01007000086
0100703350X,01007000086
0100703351X,01007000086
0100703352X,01007000086
0100703353X,01007000086
0100703354X,01007000086
0100703355X,01007000086
0100703356X,01007000086
0100803357X,01008000087
0100803358X,01008000087
0100803359X,01008000087
0100803360X,01008000087
0100803361X,01008000087
0100803362X,01008000087
0100803363X,01008000087
0100803364X,01008000087
0100803365X,01008000087
0100803366X,01008000087
0100803367X,01008000087
0100803368X,01008000087
0100803369X,01008000087
0100803370X,01008000087
0100803371X,01008000087
0100803372X,01008000087
0100803373X,01008000087
0100803374X,01008000087
0100803375X,01008000087
0100803376X,01008000087
0100803377X,01008000087
0100803378X,01008000087
0100803379X,01008000087
0100803380X,01008000087
0100803381X,01008000087
0100803382X,01008000087
0100803383X,01008000087
0100803384X,01008000087
0100803385X,01008000087
0100803386X,01008000087
0100803387X,01008000087
0100803388X,01008000087
0100803389X,01008000087
0100803390X,01008000087
0100803391X,01008000087
0100803392X,01008000087
0100803393X,01008000087
0100803394X,01008000087
0100803395X,01008000087
0100803396X,01008000087
0100803397X,01008000087
0100803398X,01008000087
0100803399X,01008000087
0100803400X,01008000087
0100803401X,01008000087
0100803402X,01008000087
0100803403X,01008000087
0100803404X,01008000087
0100803405X,01008000087
0100803406X,01008000087
0100803407X,01008000087
0100803408X,01008000087
0100803409X,01008000087
0100803410X,01008000087
0100803411X,01008000087
0100803412X,01008000087
0100803413X,01008000087
0100803414X,01008000087
0100803415X,01008000087
0100803416X,01008000087
0100803417X,01008000087
0100803418X,01008000087
0100803419X,01008000087
0100803420X,01008000087
0100803421X,01008000087
0100803422X,01008000087
0100803423X,01008000087
0100803424X,01008000087
0100803425X,01008000087
0100803426X,01008000087
0100803427X,01008000087
0100803428X,01008000087
0100803429X,01008000087
0100803430X,01008000087
0100803431X,01008000087
0100803432X,01008000087
0100803433X,01008000087
0100803434X,01008000087
0100803435X,01008000087
0100803436X,01008000087
0100803437X,01008000087
0100803438X,01008000087
0100803439X,01008000087
0100803440X,01008000087
0100803441X,01008000087
0100803442X,01008000087
0100803443X,01008000087
0100803444X,01008000087
0100803445X,01008000087
0100803446X,01008000088
0100803447X,01008000088
0100803448X,01008000088
0100803449X,01008000088
0100803450X,01008000088
0100803451X,01008000088
0100803452X,01008000088
0100803453X,01008000088
0100803454X,01008000088
0100803455X,01008000088
0100803456X,01008000088
0100803457X,01008000088
0100803458X,01008000088
0100803459X,01008000088
0100803460X,01008000088
0100803461X,01008000088
0100803462X,01008000088
0100803463X,01008000088
0100803464X,01008000088
0100803465X,01008000088
0100803466X,01008000088
0100803467X,01008000088
0100803468X,01008000088
0100803469X,01008000088
0100803470X,01008000088
0100803471X,01008000088
0100803472X,01008000088
0100803473X,01008000088
0100803474X,01008000088
0100803475X,01008000088
0100803476X,01008000088
0100803477X,01008000088
0100803478X,01008000088
0100803479X,01008000088
0100803480X,01008000088
0100803481X,01008000088
0100803482X,01008000088
0100803483X,01008000088
0100803484X,01008000088
0100803485X,01008000088
0100803486X,01008000088
0100803487X,01008000088
0100803488X,01008000088
0100803489X,01008000088
0100803490X,01008000088
0100803491X,01008000088
0100803492X,01008000088
0100803493X,01008000089
0100803494X,01008000089
0100803495X,01008000089
0100803496X,01008000089
0100803497X,01008000089
0100803498X,01008000089
0100803499X,01008000089
0100803500X,01008000089
0100803501X,01008000089
0100803502X,01008000089
0100803503X,01008000089
0100803504X,01008000089
0100803505X,01008000089
0100803506X,01008000089
0100803507X,01008000089
0100803508X,01008000089
0100803509X,01008000089
0100803510X,01008000089
0100803511X,01008000089
0100803512X,01008000089
0100803513X,01008000089
0100803514X,01008000089
0100803515X,01008000089
0100803516X,01008000089
0100803517X,01008000089
0100803518X,01008000089
0100803519X,01008000089
0100803520X,01008000089
0100803521X,01008000089
0100803522X,01008000089
0100803523X,01008000089
0100803524X,01008000089
0100803525X,01008000089
0100803526X,01008000089
0100803527X,01008000089
0100803528X,01008000089
0100803529X,01008000089
0100803530X,01008000089
0100803531X,01008000089
0100803532X,01008000089
0100803533X,01008000089
0100803534X,01008000089
0100803535X,01008000089
0100803536X,01008000089
0100803537X,01008000089
0100803538X,01008000089
0100803539X,01008000089
0100803540X,01008000089
0100803541X,01008000089
0100803542X,01008000089
0100803543X,01008000089
0100803544X,01008000089
0100803545X,01008000089
0100803546X,01008000089
0100803547X,01008000089
0100803548X,01008000089
0100803549X,01008000089
0100803550X,01008000089
0100803551X,01008000089
0100803552X,01008000089
0100803553X,01008000089
0100803554X,01008000089
0100803555X,01008000089
0100803556X,01008000089
0100803557X,01008000089
0100803558X,01008000089
0100803559X,01008000089
0100803560X,01008000089
0100803561X,01008000089
0100803562X,01008000089
0100803563X,01008000089
0100803564X,01008000089
0100803565X,01008000089
0100803566X,01008000089
0100803567X,01008000089
0100803568X,01008000089
0100803569X,01008000089
0100803570X,01008000089
0100803571X,01008000089
0100803572X,01008000089
0100803573X,01008000089
0100803574X,01008000089
0100803575X,01008000089
0100803576X,01008000089
0100803577X,01008000089
0100803578X,01008000089
0100803579X,01008000089
0100803580X,01008000089
0100803581X,01008000089
0100803582X,01008000089
0100803583X,01008000089
0100803584X,01008000089
0100803585X,01008000089
0100803586X,01008000089
0100803587X,01008000089
0100803588X,01008000089
0100803589X,01008000089
0100803590X,01008000089
0100803591X,01008000089
0100803592X,01008000089
0100803593X,01008000089
0100803594X,01008000089
0100803595X,01008000089
0100803596X,01008000089
0100803597X,01008000089
0100803598X,01008000089
0100803599X,01008000089
0100803600X,01008000089
0100803601X,01008000089
0100803602X,01008000089
0100803603X,01008000089
0100803604X,01008000089
0100803605X,01008000089
0100803606X,01008000089
0100803607X,01008000089
0100803608X,01008000089
0100803609X,01008000089
0100803610X,01008000089
0100803611X,01008000089
0100803612X,01008000089
0100803613X,01008000089
0100803614X,01008000089
0100803615X,01008000089
0100803616X,01008000089
0100803617X,01008000089
0100803618X,01008000089
0100803619X,01008000089
0100803620X,01008000089
0100803621X,01008000089
0100803622X,01008000089
0100803623X,01008000089
0100803624X,01008000089
0100803625X,01008000089
0100803626X,01008000089
0100803627X,01008000089
0100803628X,01008000089
0100803629X,01008000089
0100803630X,01008000090
0100803631X,01008000090
0100803632X,01008000090
0100803633X,01008000090
0100803634X,01008000090
0100803635X,01008000090
0100803636X,01008000090
0100803637X,01008000090
0100803638X,01008000090
0100803639X,01008000090
0100803640X,01008000090
0100803641X,01008000090
0100803642X,01008000090
0100803643X,01008000090
0100803644X,01008000090
0100803645X,01008000090
0100803646X,01008000090
0100803647X,01008000090
0100803648X,01008000090
0100803649X,01008000090
0100803650X,01008000090
0100803651X,01008000090
0100803652X,01008000090
0100803653X,01008000090
0100803654X,01008000090
0100803655X,01008000090
0100803656X,01008000090
0100803657X,01008000090
0100803658X,01008000090
0100803659X,01008000090
0100803660X,01008000090
0100803661X,01008000090
0100803662X,01008000090
0100803663X,01008000090
0100803664X,01008000090
0100803665X,01008000090
0100803666X,01008000090
0100803667X,01008000090
0100803668X,01008000090
0100803669X,01008000090
0100803670X,01008000090
0100803671X,01008000090
0100803672X,01008000090
0100803673X,01008000090
0100803674X,01008000090
0100803675X,01008000090
0100803676X,01008000090
0100803677X,01008000090
0100803678X,01008000090
0100803679X,01008000090
0100803680X,01008000090
0100803681X,01008000090
0100803682X,01008000090
0100803683X,01008000090
0100803684X,01008000090
0100803685X,01008000090
0100803686X,01008000090
0100803687X,01008000090
0100803688X,01008000090
0100803689X,01008000090
0100803690X,01008000090
0100803691X,01008000090
0100803692X,01008000090
0100803693X,01008000090
0100803694X,01008000090
0100803695X,01008000090
0100803696X,01008000090
0100803697X,01008000090
0100803698X,01008000090
0100803699X,01008000090
0100803700X,01008000090
0100803701X,01008000090
0100803702X,01008000090
0100803703X,01008000090
0100803704X,01008000090
0100803705X,01008000090
0100803706X,01008000090
0100803707X,01008000090
0100803708X,01008000090
0100803709X,01008000090
0100803710X,01008000090
0100803711X,01008000090
0100803712X,01008000090
0100803713X,01008000090
0100803714X,01008000090
0100803715X,01008000090
0100803716X,01008000090
0100803717X,01008000090
0100803718X,01008000090
0100803719X,01008000090
0100803720X,01008000090
0100803721X,01008000090
0100803722X,01008000090
0100803723X,01008000090
0100803724X,01008000090
0100803725X,01008000090
0100803726X,01008000090
0100803727X,01008000090
0100803728X,01008000090
0100803729X,01008000090
0100803730X,01008000090
0100803731X,01008000090
0100803732X,01008000090
0100803733X,01008000090
0100803734X,01008000090
0100803735X,01008000090
0100803736X,01008000090
0100803737X,01008000090
0100803738X,01008000090
0100803739X,01008000090
0100803740X,01008000090
0100803741X,01008000090
0100803742X,01008000090
0100803743X,01008000090
0100803744X,01008000090
0100803745X,01008000090
0100803746X,01008000090
0100803747X,01008000090
0100803748X,01008000090
0100803749X,01008000090
0100803750X,01008000090
0100803751X,01008000090
0100803752X,01008000090
0100803753X,01008000090
0100803754X,01008000090
0100803755X,01008000090
0100803756X,01008000090
0100803757X,01008000090
0100803758X,01008000090
0100803759X,01008000090
0100803760X,01008000090
0100803761X,01008000090
0100803762X,01008000090
0100803763X,01008000090
0100903764X,01009000091
0100903765X,01009000091
0100903766X,01009000091
0100903767X,01009000091
0100903768X,01009000091
0100903769X,01009000091
0100903770X,01009000091
0100903771X,01009000091
0100903772X,01009000091
0100903773X,01009000091
0100903774X,01009000091
